Malignant cells	Immune cells	Stromal cells
SLC8A2	0.00676	0.00038	0
SLC8B1	0.05827	0.0617	0.00955
SLC9A1	0.0098	0.02916	0.04287
SLC9A2	0.0026	0.00031	0
SLC9A3R1	0.84616	0.46801	0.89358
SLC9A3R2	0.03747	0.00347	0.00088
SLC9A4	0.00345	0.00165	0
SLC9A6	0.04935	0.03205	0.05191
SLC9A7	0.26535	0.14603	0.13641
SLC9A7P1	0.01128	0.04088	0.00238
SLC9A8	0.06104	0.04566	0.02871
SLC9A9	0.0109	0.07242	0.07504
SLC9B1	0.00106	0.0074	0
SLC9B2	0.04842	0.03839	0.06512
SLCO1A2	0.02461	0.00037	0
SLCO1B1	0.72137	0.09837	0.07103
SLCO1B3	0.32253	0.04396	0.00461
SLCO1B7	0.03116	0.0046	0
SLCO2B1	0.1482	0.17014	5e-04
SLCO3A1	0.07527	0.07746	0.02865
SLCO4A1	0.00013	0.0115	0.01639
SLCO4C1	0.03313	0.01635	0
SLCO5A1	0.00439	0.01135	0.03732
SLCO6A1	0.00899	0.0033	0
SLFN11	0.04227	0.13985	0.13804
SLFN12	0.03907	0.04454	0.04476
SLFN12L	0.00288	0.04934	0.07195
SLFN13	0.10513	0.14722	0.25106
SLFN5	0.06619	0.50075	0.85617
SLFNL1	0.003	0.00023	0.01349
SLIRP	0.37659	0.25326	0.57029
SLIT1	0.00244	0.00282	0.0108
SLIT2	0.00829	0.00031	0
SLITRK3	0.00618	0.00187	0
SLITRK4	0.01216	0.00879	0.00227
SLK	0.34141	0.34368	0.48391
SLMAP	0.20074	0.15567	0.19161
SLPI	0.29276	0.03577	0.01414
SLTM	0.67931	0.87319	1.31929
SLU7	0.27796	0.39944	0.36628
SLX4	0.03132	0.04304	0.16723
SLX4IP	0.04422	0.05003	0.02719
SMAD1	0.06248	0.02559	0.04558
SMAD2	0.19925	0.15416	0.31743
SMAD3	0.19443	0.08588	0.11128
SMAD4	0.218	0.15952	0.2266
SMAD5	0.5249	0.28378	0.13258
SMAD6	0.01089	0.00139	0
SMAD7	0.02903	0.03398	0.00968
SMAD9	0.00536	0.00214	0.00056
SMAGP	0.03258	0.02262	0
SMAP1	0.21345	0.19369	0.20301
SMAP2	0.3304	0.75869	0.82365
SMARCA1	0.68455	0.11164	0.00499
SMARCA2	0.21544	0.49439	0.97787
SMARCA4	0.27988	0.39747	0.69525
SMARCA5	0.27319	0.5393	0.98358
SMARCA5-AS1	0.00013	0.00427	0.00095
SMARCAD1	0.10766	0.13202	0.15349
SMARCAL1	0.04019	0.05311	0.11217
SMARCB1	0.07038	0.07052	0.08258
SMARCC1	0.50972	0.45256	0.91236
SMARCC2	0.54579	0.48134	0.55666
SMARCD1	0.14316	0.09172	0.28567
SMARCD2	0.11968	0.11776	0.19982
SMARCD3	0.0341	0.02587	0.00995
SMARCE1	0.36825	0.36321	0.6329
SMC1A	0.3511	0.45293	1.49222
SMC1B	0.0235	0.00229	0
SMC2	0.11715	0.13804	1.24515
SMC3	0.4506	0.48123	1.34778
SMC4	0.33922	0.5408	2.40071
SMC5	0.22807	0.36728	0.69625
SMC5-AS1	0.01087	0.00476	0.05317
SMC6	0.34283	0.26533	0.45197
SMCHD1	0.3442	0.64439	1.0867
SMCO4	0.17017	0.105	0.12902
SMCR5	0.00827	0.003	0.00739
SMCR8	0.18032	0.18731	0.157
SMDT1	0.17806	0.31088	0.47485
SMG1	0.42855	0.49672	0.78533
SMG1P1	0.00433	0.009	0.00458
SMG5	0.38968	0.17774	0.2075
SMG6	0.07024	0.12692	0.16289
SMG7	0.33241	0.22094	0.49262
SMG7-AS1	0.05751	0.05578	0.0134
SMG8	0.0334	0.02208	0.00473
SMG9	0.16701	0.17112	0.21153
SMIM1	0.07686	0.03177	0
SMIM10	0.00032	0.01574	0.02309
SMIM12	0.14144	0.10804	0.15947
SMIM13	0.08696	0.03387	0.05793
SMIM14	1.09409	0.49765	0.36934
SMIM15	0.09786	0.11279	0.32115
SMIM17	0.00773	0.0028	0.00402
SMIM19	0.17101	0.09259	0.2463
SMIM2-AS1	0.01196	0.0052	0
SMIM20	0.1034	0.04792	0.0753
SMIM22	0.00483	0.01303	0.01106
SMIM3	0.00518	0.01056	0.03503
SMIM4	0.0958	0.07751	0.1905
SMIM5	0.14917	0.11155	0.08669
SMIM6	0.00668	0.00088	0
SMIM7	0.26683	0.22896	0.44602
SMIM8	0.06327	0.02375	0.07541
SMKR1	0.0052	0.00574	0
SMLR1	0.43705	0.06276	0.02223
SMNDC1	0.12079	0.17406	0.35028
SMO	0.28308	0.02287	0.00456
SMOC1	0.19914	0.03093	0.01523
SMOX	0.03559	0.02498	0.02897
SMPD1	0.39788	0.14833	0.15957
SMPD2	0.03946	0.03256	0.01905
SMPD3	0.00635	0.0299	0.01298
SMPD4	0.01519	0.01074	0.01858
SMPDL3A	0.1323	0.043	0.00447
SMPDL3B	0.00815	0.06131	0.00542
SMPX	0.01831	0.00424	0
SMS	0.11583	0.15734	0.38242
SMTN	0.02271	0.01643	0.06265
SMU1	0.15211	0.22555	0.31051
SMUG1	0.15142	0.1357	0.32803
SMURF1	0.10995	0.05867	0.03423
SMURF2	0.03384	0.04304	0.00938
SMYD2	0.0889	0.03817	0.019
SMYD3	0.0714	0.05632	0.05499
SMYD4	0.24763	0.23363	0.18901
SMYD5	0.09578	0.03436	0.06807
SNAI1	0.00251	0.01012	0.00345
SNAI2	0.02346	0.00124	0.00103
SNAI3	0.00214	0.04527	0.0156
SNAI3-AS1	0.01069	0.00989	0.00241
SNAP23	0.159	0.17558	0.14267
SNAP25	0.00703	0.00013	0
SNAP29	0.28519	0.26792	0.24582
SNAP47	0.13206	0.18823	0.2654
SNAPC1	0.14707	0.13947	0.16154
SNAPC2	0.01787	0.00376	0.03396
SNAPC3	0.03213	0.0293	0.02551
SNAPC4	0.07	0.04186	0.03529
SNAPC5	0.08366	0.0899	0.16467
SNAPIN	0.11531	0.06453	0.11652
SNCAIP	0.03075	0.00011	0
SNCG	0.01173	0.00393	0.0011
SND1	0.4507	0.37376	0.53594
SNED1	0.02354	0.00959	0
SNF8	0.19097	0.16046	0.43991
SNHG1	0.16998	0.24911	0.40335
SNHG10	0.02295	0.01341	0.02528
SNHG11	0.11407	0.02963	0.03322
SNHG12	0.05086	0.15269	0.20609
SNHG15	0.03086	0.0561	0.11811
SNHG16	0.24535	0.14202	0.23138
SNHG17	0.09837	0.06029	0.14128
SNHG3	0.08011	0.06499	0.1399
SNHG5	0.14113	0.42449	0.59646
SNHG6	0.17708	0.27951	0.6626
SNHG7	0.20527	0.16721	0.13059
SNHG8	0.14779	0.22158	0.21117
SNHG9	0.13845	0.24163	0.33817
SNIP1	0.20215	0.18042	0.15813
SNN	0.04725	0.04102	0.00436
SNORA1B	0.00307	0.0013	0
SNORA10	0.00228	0.01685	0
RF00614	0.00899	0.00452	0.01012
SNORA11B	0.00366	0.0032	0
RF00586	0.02645	0.10095	0.18043
SNORA14A	0.01425	0.00314	0
SNORA14B	0.00186	0.00228	0.00109
SNORA15B-2	0.00351	0.00076	0.00089
RF00425	0.00396	0.00346	0
SNORA19	0.0077	0.01381	0.02036
RF00401	0.02106	0.01697	0.02873
SNORA21	0.04059	0.04484	0.08426
SNORA23	0.01113	0.00281	0.00314
SNORA24B	0.00697	0.00151	0.00511
RF00402	0.01607	0.00382	0.00732
RF00568	0.00441	0.00452	0.01876
RF00443	0.00588	0.00804	0.01879
SNORA28	0.082	0.06214	0.08501
SNORA2A	0.00067	0.00049	0.01326
SNORA2B	0.00484	0.01106	0.00376
SNORA31	0.00163	0.00172	0.00088
RF00421	0.04827	0.03273	0.01991
SNORA33	0.01731	0.01281	0.01679
SNORA36B	0.00109	0.00055	0.00087
RF00394	0.0074	0.00554	0
SNORA40B	0.04392	0.03287	0.01896
SNORA41	0.01842	0.02349	0.00257
RF00405	0.00199	0.00593	0.00772
SNORA49	0.00277	0.00028	0
SNORA53	0.06531	0.07554	0.05004
SNORA54	0.00555	0.00693	0
SNORA55	0.13323	0.10745	0.08308
SNORA57	0.02381	0.0411	0.07013
RF00418	0.01003	0.00625	0.00834
RF00092	0.00575	0.00604	0.00159
SNORA66	0.03263	0.04277	0.03564
RF00272	0.00257	0.00416	0.01663
SNORA68B	0.00422	0.00254	0
SNORA69	0.00962	0.00942	0.00591
RF00156	0.00092	0.00374	0.00256
SNORA70F	0.00127	0.00089	0
SNORA71D	0.00797	0.00876	0.02891
SNORA73B	0.1913	0.17445	0.09673
SNORA74A	0.00267	0.00094	0
SNORA75B	0.04654	0.02956	0.02129
SNORA7B	0.00532	0.00206	0
SNORA80B	0.00346	0.01676	0.06059
SNORD10	0.00891	0.0051	0.01272
SNORD100	0.00128	0.00675	0.00115
SNORD102	0.00328	0.00312	0
SNORD104	0.0681	0.04016	0.01186
SNORD105B	0.0092	0.00603	0.00705
SNORD11	0.00611	0.01774	0.00128
SNORD110	0.00284	0.00505	0.00985
SNORD116-1	0.00436	0.00087	0
SNORD116-12	0.00091	0.00151	0
SNORD116-16	0.00055	0.00117	0
SNORD116-2	0.02407	0.01536	0.0048
SNORD116-24	0.00047	4e-04	0
SNORD116-25	0.00204	0.00043	0.01691
SNORD116-26	0.0092	0.00598	0.00098
SNORD116-27	0.00092	0.001	0
SNORD116-29	0.00627	0.00463	0
SNORD116-8	0.01132	0.00659	0.00555
SNORD12B	0.00127	0.00366	0
SNORD12C	0.00032	0.0012	0.00947
SNORD16	0.00264	0.00342	0.00083
SNORD17	0.02266	0.02291	0.01426
SNORD1B	0.00076	0	0
RF01299	0.00587	0.00331	0
RF00086	0.00354	0.00435	0.00313
SNORD31B	0.00472	0.00221	0.02201
SNORD34	0.00055	0.00222	0.01068
SNORD35A	0.00301	0.00306	0.00066
SNORD35B	0.00343	0.00287	0.00136
SNORD36C	0.00061	0.00084	0.00085
SNORD38A	0.00948	0.01503	0.01066
SNORD38B	0.00409	0.00306	0
SNORD42A	0.01317	0.00849	0.00239
SNORD42B	0.00183	0.00303	0.00859
SNORD43	0.00383	0.0026	0.0104
RF00287	0.00067	0.00015	0
SNORD45A	0.00319	0.00399	0
SNORD45B	0.00372	0.0061	0.00164
SNORD45C	0.0026	0.00092	0
SNORD46	0.01504	0.04154	0.01839
SNORD48	0.00097	0.00044	0
RF01161	0.00082	9e-05	0
SNORD52	0.00438	0.00399	0.00124
SNORD55	0.00839	0.0034	0.00707
RF00275	0.00101	0.0024	0.00804
SNORD57	0.03238	0.05584	0.02013
SNORD58A	0.0036	0.00242	0
SNORD58C	0.00617	0.00742	0.00264
SNORD59A	0.00065	0.00093	0
RF00271	0.00754	0.00864	0.0115
SNORD63	0.04672	0.02091	0.02611
SNORD67	0.02886	0.05128	0.02935
SNORD68	0.00651	0.00766	0.00868
SNORD7	0.00228	0.0045	0
SNORD71	0.00455	0.0065	0.00089
SNORD72	0.00344	0.00105	0.00543
RF00284	0.00168	0.00175	0
RF00592	0.00331	0.00197	0.00129
RF00152	0.07396	0.03927	0.03234
SNORD8	0.00529	0.00416	0.00372
RF00136	0.03226	0.02139	0.03539
SNORD83A	0.00464	0.00679	9e-04
SNORD83B	0.00342	0.00476	0
SNORD84	0.00419	0.00306	0.00161
SNORD87	0.00401	0.00339	0.00349
SNORD89	0.12787	0.12047	0.10842
SNORD92	0.00097	0.00061	0
RF00189	0.00335	0.00429	0.00169
SNORD97	0.00294	0.01083	0.00092
SNORD99	0.00377	0.01746	0.01762
SNRK	0.07841	0.19156	0.25876
SNRK-AS1	0.0099	0.00257	0
SNRNP200	0.40601	0.32682	0.59695
SNRNP25	0.07697	0.09247	0.42659
SNRNP27	0.17844	0.23524	0.51648
SNRNP35	0.13368	0.10495	0.14747
SNRNP40	0.03827	0.03005	0.08662
SNRNP48	0.22038	0.08139	0.08974
SNRNP70	0.30307	0.23976	0.29456
SNRPA	0.20239	0.10981	0.37256
SNRPA1	0.11448	0.08159	0.23402
SNRPB	0.24267	0.21667	0.73571
SNRPB2	0.25727	0.28169	0.49667
SNRPC	0.52441	0.35846	0.74246
SNRPD1	0.24357	0.18534	0.65759
SNRPD2	0.50395	0.68829	1.56888
SNRPD3	0.43745	0.29498	0.89909
SNRPE	0.32507	0.15922	0.36975
SNRPF	0.19739	0.14716	0.32199
SNRPG	0.39185	0.30889	1.06605
SNTA1	0.10485	0.02472	0.04709
SNTB1	0.32856	0.08039	0.01893
SNTB2	0.23651	0.292	0.37597
SNTG1	0.00299	0.00044	0
SNTN	0.00034	0.00205	0.00365
SNUPN	0.10364	0.06168	0.22945
SNW1	0.24514	0.2689	0.58166
SNX1	0.34325	0.22934	0.35835
SNX10	0.35218	0.176	0.27454
SNX11	0.04611	0.07256	0.13619
SNX12	0.1158	0.04807	0.05845
SNX13	0.12459	0.11438	0.08629
SNX14	0.26046	0.13194	0.12654
SNX16	0.02291	0.0183	0
SNX17	0.37093	0.39057	0.5483
SNX18	0.07945	0.12105	0.07741
SNX19	0.13218	0.15292	0.09245
SNX2	0.37135	0.35801	0.22107
SNX20	0.01216	0.11675	0.18804
SNX21	0.07925	0.01424	0.00134
SNX22	0.21521	0.1744	0.19811
SNX24	0.06507	0.04454	0.01512
SNX25	0.02726	0.05495	0.03346
SNX27	0.19426	0.12302	0.1131
SNX29	0.05006	0.08059	0.19
SNX29P2	0.00176	0.00358	0.00119
SNX3	0.28968	0.21521	0.20383
SNX30	0.04264	0.04651	0.03938
SNX33	0.06518	0.02265	0
SNX4	0.17205	0.124	0.2114
SNX5	0.32046	0.31588	0.52086
SNX6	0.28454	0.49802	0.66471
SNX7	0.06241	0.01091	0.00111
SNX8	0.09619	0.08638	0.10292
SNX9	0.22994	0.20836	0.16222
SOAT1	0.14332	0.17436	0.19893
SOAT2	0.01409	0.00869	0
SOBP	0.15932	0.01421	0.00454
SOCS1	0.00225	0.01572	0.06377
SOCS2	0.00851	0.03869	0.00636
SOCS3	0.00816	0.05057	0.01982
SOCS4	0.11127	0.12802	0.16551
SOCS5	0.07672	0.04579	0.01938
SOCS6	0.12176	0.03952	0.02336
SOD1	1.24728	0.80108	1.06878
SOD2	1.05958	0.71758	0.3039
SOD3	0.01799	0.00594	0.00261
SOGA1	0.26994	0.2334	0.21288
SOGA3	0.00282	0.00674	0
SOHLH1	0.00288	0.00083	0
SON	1.21524	1.93731	2.43511
SORBS1	0.15603	0.0283	0.00262
SORBS2	0.24758	0.07148	0.01246
SORBS3	0.06476	0.0589	0.01238
SORCS1	0.003	0	0
SORCS2	0.02231	0.00342	0
SORD	0.9971	0.20855	0.07512
SORL1	0.47827	0.11539	0.10511
SORT1	0.12194	0.0501	0.00467
SOS1	0.24542	0.34384	0.47698
SOS2	0.14463	0.13865	0.15022
SOWAHA	0.09523	0.00919	0
SOWAHB	0.00658	9e-04	0
SOWAHC	0.24462	0.11797	0.05495
SOWAHD	0.00298	0.00786	0.01194
SOX12	0.2448	0.10463	0.04735
SOX13	0.11524	0.01765	0.00127
SOX18	0.00255	0	0
SOX2-OT	0.01822	0.01012	0.0072
SOX4	0.89625	0.45582	0.23642
SOX5	0.11438	0.04933	0.05889
SOX6	0.03902	0.00335	0.00264
SOX7	0.04631	0.03592	0.06152
SOX9	0.15283	0.02012	0
SOX9-AS1	0.02554	0.00322	0.01038
SP1	0.21918	0.2013	0.30955
SP100	0.37761	0.75186	1.21395
SP110	0.16844	0.52443	0.64922
SP140	0.03011	0.3213	0.61123
SP140L	0.21077	0.29699	0.44692
SP2	0.03595	0.05965	0.01296
SP3	0.15194	0.17728	0.32882
SP4	0.04166	0.11895	0.14144
SP5	0.05239	0.00575	0
SP8	0.00378	0	0
SPA17	0.05551	0.0151	0.00285
SPACA6P-AS	0.02881	0.03126	0.01125
SPAG1	0.08806	0.0372	0.1327
SPAG16	0.10284	0.04212	0.04846
SPAG17	0.00382	0	0
SPAG4	0.05917	0.19956	0.03557
SPAG5	0.05179	0.04954	0.66387
SPAG5-AS1	0.00384	0.01776	0.02657
SPAG6	0.00158	0.00529	0.00065
SPAG7	0.08887	0.18965	0.31754
SPAG8	0.00335	0.00241	0.00098
SPAG9	0.56722	0.4947	0.39129
SPARC	0.02122	0.00555	0
SPARCL1	0.17733	0.07388	0.05704
SPAST	0.1001	0.09436	0.13299
SPATA1	0.00996	0.00328	0.00276
SPATA13	0.31463	0.33396	0.48632
SPATA17	0.00287	0.00571	0
SPATA2	0.0387	0.01503	0.02579
SPATA20	0.20673	0.1621	0.06936
SPATA21	0.01235	0.00231	0.00255
SPATA24	0.00626	0.00844	0.01033
SPATA2L	0.00943	0.00482	0.00197
SPATA32	0.00207	0.00031	0
SPATA33	0.04046	0.0148	0.01505
SPATA41	0.02394	0.00426	0
SPATA5	0.31177	0.33554	0.256
SPATA5L1	0.0357	0.02136	0.03532
SPATA6	0.05422	0.02717	0.01206
SPATA6L	0.0181	0.00469	0.00965
SPATA7	0.04538	0.03721	0.00221
SPATA9	0.00121	0.00163	0
SPATC1L	0.02073	0.0187	3e-04
SPATS2	0.45557	0.59185	0.43406
SPATS2L	0.53485	0.2595	0.31498
SPC24	0.07806	0.04917	0.38071
SPC25	0.02468	0.00924	0.43858
SPCS1	0.57119	0.51574	0.44178
SPCS2	0.63378	0.86782	1.18254
SPCS3	0.20946	0.67901	0.88199
SPDEF	0.00524	0.00057	0
SPDL1	0.1301	0.13836	0.58949
SPDYA	0.00485	0.00264	0
SPDYC	0.00169	0	0
SPECC1	0.0221	0.12066	0.14914
SPECC1L	0.0535	0.03978	0.06083
SPECC1L-ADORA2A	3e-04	0.00122	0
SPEF2	0.12352	0.01976	0.00083
SPEN	0.46075	0.48666	0.56926
SPERT	0.00374	0.00341	0
SPESP1	0.04412	0.00645	0
SPG11	0.16377	0.149	0.14703
SPART	0.03923	0.11388	0.05916
SPG21	0.24651	0.18336	0.08778
SPG7	0.33682	0.19435	0.14949
SPHK1	0.08415	0.03854	0
SPHK2	0.05631	0.03721	0.09714
SPI1	0.00236	0.03655	0.02406
SPIB	0.20202	0.28128	0.26917
SPICE1	0.08671	0.10838	0.11143
SPIDR	0.0863	0.09169	0.17512
SPIN1	0.05333	0.04472	0.10141
SPIN2B	0.02562	0.02262	0.0049
SPIN3	0.05273	0.00308	0.00203
SPIN4	0.01313	0.00928	0.0231
SPINK1	0.83174	0.1015	0.0332
SPINK5	0.17176	0.03391	0.01127
SPINT1	0.00824	0.00723	0.0047
SPINT2	0.0059	0.05123	0.03051
SPIRE1	0.05246	0.08805	0.02314
SPIRE2	0.4102	0.30145	0.20377
SPN	0.22734	0.35966	0.57835
SPNS1	0.19382	0.1069	0.11689
SPNS2	0.00433	0.00112	0.00026
SPNS3	0.00533	0.05825	0.06115
SPOCD1	0.00478	0.00308	0
SPOCK1	0.00439	0	0
SPOCK2	0.0148	0.20986	0.3454
SPON2	1.05841	0.18251	0.1089
SPOP	0.31458	0.3374	0.38373
SPOPL	0.10781	0.125	0.10646
SPP1	0.46358	0.53708	0.04622
SPP2	0.19317	0.01646	0.00063
SPPL2A	0.34607	0.22523	0.21854
SPPL2B	0.05574	0.03357	0.0183
SPPL3	0.2101	0.14909	0.119
SPR	0.12376	0.04312	0.00869
SPRED1	0.07402	0.11563	0.00433
SPRED2	0.0532	0.0235	0.00232
SPRED3	0.01305	0.00862	0.00229
SPRTN	0.04422	0.04078	0.03047
SPRY1	0.07733	0.03016	0.07258
SPRY2	0.02043	0.04224	0.0298
SPRY4	0.01356	0.00039	0.00108
SPRYD3	0.08364	0.08302	0.14769
SPRYD4	0.12141	0.06217	0.00786
SPRYD7	0.16899	0.08358	0.09866
SPSB1	0.10383	0.04055	0.0065
SPSB2	0.03304	0.01619	0.02318
SPSB3	0.09789	0.14476	0.12557
SPTAN1	0.35527	0.3136	0.51601
SPTBN1	1.58796	0.59893	1.33813
SPTBN2	0.04128	0.01728	0
SPTBN4	0.00283	0.00218	0
SPTBN5	0.01994	0.01459	0
SPTLC1	0.16841	0.14629	0.19758
SPTLC2	0.19953	0.23042	0.34005
SPTLC3	0.04317	0.01859	0.00102
SPTSSA	0.09689	0.06271	0.04744
SPTY2D1	0.22623	0.32463	0.29619
SPTY2D1OS	0.01282	0.00763	0
SQLE	0.40788	0.1541	0.13631
SQOR	0.13475	0.12436	0.12669
SQSTM1	2.0034	1.07944	0.47013
SRA1	0.26187	0.2776	0.57765
SRBD1	0.11531	0.16803	0.31459
SRC	0.02019	0.02518	0.00033
SRCAP	0.10683	0.12991	0.08996
SRD5A1	0.09881	0.02672	0.03494
SRD5A3	0.05676	0.04709	0.023
SRD5A3-AS1	0.00378	0.00398	0
SREBF1	0.15054	0.05399	0.08314
SREBF2	0.24008	0.11003	0.20756
SREK1	0.86388	0.76412	1.01613
SREK1IP1	0.20019	0.25088	0.35795
SRF	0.10118	0.06934	0.09328
SRFBP1	0.29496	0.28727	0.27363
SRGAP1	0.05005	0.03262	0.00292
SRGAP2	0.05087	0.07998	0.1338
SRGAP2D	0.00135	0.00364	0.00071
SRGAP3	0.0291	0.02675	0.02289
SRGN	1.21732	1.74022	1.56818
SRI	0.10528	0.12718	0.34786
SRL	0.00226	0.00131	0
SRM	0.19365	0.25823	0.31633
SRP14	0.99545	1.28355	1.7644
SRP14-AS1	0.10998	0.10076	0.0359
SRP19	0.23326	0.32753	0.59344
SRP54	0.22611	0.27364	0.48708
SRP68	0.14688	0.20502	0.37764
SRP72	0.2949	0.52743	0.68071
SRP9	0.46828	0.25451	0.53186
SRPK1	0.28078	0.19409	0.39908
SRPK2	0.2058	0.21122	0.25663
SRPRB	0.25821	0.28748	0.37188
SRPX2	0.00165	0.00024	0
SRR	0.02086	0.00999	0.0774
SRRD	0.08227	0.035	0.05674
SRRM1	0.47595	0.7501	1.36506
SRRM2	0.96281	1.50511	1.59886
SRRM2-AS1	0.0074	0.00634	0.00056
SRRM3	0.00808	0.00064	0
SRRM4	0.00565	0.0085	0.00687
SRRM5	0.00913	0.00775	0.00235
SRRT	0.41451	0.34895	0.63861
SRSF1	0.23672	0.13807	0.29766
SRSF10	0.8143	0.7778	1.54239
SRSF11	1.38687	1.05167	1.21735
SRSF12	0.11587	0.16831	0.14085
SRSF2	0.34279	0.40931	0.76759
SRSF3	0.56129	0.94058	1.84894
SRSF4	0.21762	0.28502	0.57666
SRSF5	0.45826	0.75322	0.78706
SRSF6	0.49836	0.34524	0.39155
SRSF7	0.32564	0.62636	0.78665
SRSF9	0.2425	0.23104	0.46828
SRXN1	0.21892	0.06703	0.03234
SS18	0.1177	0.11884	0.16492
SS18L1	0.22848	0.06407	0.09977
SS18L2	0.08993	0.08219	0.17295
SSB	0.47099	0.39879	0.69256
SSBP1	0.35488	0.27474	0.74115
SSBP2	0.14775	0.14378	0.13127
SSBP3	0.17529	0.07457	0.08159
SSBP4	0.09763	0.18886	0.27074
ITPRID2	0.24031	0.14444	0.10238
SSH1	0.16031	0.22855	0.30418
SSH2	0.04503	0.15953	0.17008
SSH3	0.04681	0.0229	0
SSNA1	0.08594	0.11187	0.22714
SSPN	0.00614	0.08603	0.11175
SSPO	0.01308	0.00019	0
SSR1	0.99398	0.79111	0.85203
SSR2	0.69263	0.72364	0.79958
SSR3	0.50891	0.68278	0.81231
SSR4	0.84036	2.12001	1.88288
SSR4P1	0.01093	0.00178	0.00028
SSRP1	0.34827	0.21145	0.95734
SSSCA1	0.1346	0.1568	0.29425
SSSCA1-AS1	0.00214	0.00616	0.00811
SSTR1	0.00454	0	0
SSTR2	0.10721	0.09702	0.04825
SSTR5-AS1	0.00886	0.00842	0.00588
SSU72	0.4928	0.32449	0.48916
SSUH2	0.00795	0.00066	0
SSX1	0.08569	0.02522	0.00085
SSX2IP	0.18935	0.07016	0.13663
SSX3	0.00044	0.00014	0
SSX5	0.01387	0.00285	0
SSX6P	0.00632	0.0037	0
ST13	0.76994	0.65974	0.87664
ST13P4	0.00267	0.01235	0.00204
ST14	0.03255	0.02164	0.00952
ST20	0.03249	0.00984	0.08757
ST3GAL1	0.58638	0.40048	0.4658
ST3GAL2	0.15415	0.14347	0.12075
ST3GAL3	0.08834	0.02523	0.03887
ST3GAL4	0.02776	0.00856	0.00638
ST3GAL5	0.03291	0.10016	0.09452
ST3GAL6	0.15909	0.11797	0.04219
ST5	0.3696	0.05082	0.00606
ST6GAL1	1.12933	0.40572	0.22131
ST6GAL2	0.09786	0.08288	0.05347
ST6GALNAC2	0.02662	0.00622	0.00086
ST6GALNAC4	0.02415	0.1339	0.12181
ST6GALNAC5	0.00245	0	0
ST6GALNAC6	0.12314	0.08075	0.08285
ST7	0.05587	0.01899	0.00728
ST7-AS1	0.00417	0.00404	0.00067
ST7L	0.04041	0.01458	0.08584
ST8SIA1	0.06487	0.06274	0.03175
ST8SIA4	0.02607	0.21371	0.20578
ST8SIA6	0.02248	0.02276	0.01047
ST8SIA6-AS1	0.03369	0.00316	0.0152
STAB1	0.03887	0.33654	0.02341
STAC	0.00493	0.00689	0.00575
STAC2	0.13554	0.13084	0.0894
STAC3	0.00256	0.00274	0
STAG1	0.12763	0.23285	0.37929
STAG2	0.5367	0.61872	0.72536
STAG3	0.03954	0.02289	0.00119
STAG3L1	0.02407	0.0218	0.05087
STAG3L3	0.00437	0.00426	0.062
STAG3L4	0.06994	0.03536	0.12242
STAG3L5P	0.00216	0.00079	0.02148
STAG3L5P-PVRIG2P-PILRB	0.04675	0.0398	0.10565
STAM	0.08012	0.06983	0.12556
STAM2	0.13363	0.10257	0.06206
STAMBP	0.11169	0.1131	0.14919
STAMBPL1	0.02796	0.13241	0.24839
STAP1	0.00299	0.02767	0.07793
STAP2	0.28002	0.07575	0.04717
STAR	0.11553	0.10725	0.05496
STARD10	0.78831	0.16013	0.08379
STARD13	0.0661	0.03389	0.00255
STARD3	0.08512	0.07537	0.10671
STARD3NL	0.04382	0.04945	0.0853
STARD4	0.1382	0.06753	0.13978
STARD4-AS1	0.00408	0	0.00335
STARD5	0.02181	0.06069	0.0504
STARD7	0.35091	0.36619	0.49561
STARD7-AS1	0.01372	0.00899	0.00033
STARD8	0.04233	0.02801	0.00085
STARD9	0.04307	0.04417	0.01691
STAT1	0.42894	0.79549	1.08097
STAT2	0.65088	0.59619	0.44243
STAT3	0.59696	0.62202	0.76653
STAT4	0.00893	0.10937	0.14178
STAT5A	0.03563	0.11666	0.21789
STAT5B	0.12709	0.14138	0.43437
STAT6	0.23335	0.19338	0.13014
STAU1	0.7103	0.34772	0.41731
STAU2	0.21535	0.19375	0.19591
STAU2-AS1	0.10839	0.08869	0.08201
STC1	0.00636	0.00072	0
STC2	0.04946	0.01512	0.00942
STEAP1	0.03168	0.00566	0.00085
STEAP1B	0.00507	0.0015	0.00044
STEAP2	0.05971	0.01357	0.00168
STEAP3	0.11752	0.02575	0.01813
STEAP4	0.0041	0	0.00028
STIL	0.02399	0.02077	0.45984
STIM1	0.23866	0.14714	0.06632
STIM2	0.07731	0.2004	0.40398
STIP1	0.28392	0.19675	0.55274
STK10	0.17197	0.43684	0.81207
STK11	0.13283	0.07242	0.12399
STK11IP	0.05369	0.05458	0.13242
STK16	0.05516	0.03155	0.04024
STK17A	0.07555	0.31985	0.62152
STK17B	0.03346	0.43892	0.52965
STK19	0.00443	0.00387	0.00857
STK24	0.15084	0.19227	0.39064
STK25	0.28577	0.12093	0.07654
STK3	0.12634	0.08521	0.01843
STK31	0.00779	0.00336	0
STK32A	0.00123	0.00175	0.00045
STK32B	0.00226	0.00397	0
STK32C	0.02416	0.02016	0.00223
STK33	0.00606	0.00015	0.00231
STK35	0.09923	0.05913	0.07212
STK36	0.13174	0.04879	0.06101
STK38	0.1988	0.21066	0.28155
STK38L	0.03366	0.11914	0.06847
STK39	0.10103	0.13553	0.3393
STK4	0.24927	0.65179	0.75892
STK4-AS1	0.00201	0.00016	0.00161
