Immune cells	Malignant cells	Stromal cells
RPL39	3.76526	4.19216	2.98633
UPF3B	0.09542	0.19797	0.10053
RNF113A	0.11412	0.18023	0.09371
NDUFA1	0.87695	1.55448	0.86902
NKAP	0.13641	0.33859	0.13663
RHOXF1-AS1	8e-05	0.00265	0.00017
RHOXF1	0.00021	0.00038	0.00069
ZBTB33	0.05963	0.11061	0.05593
TMEM255A	0.00728	0.00036	0.00101
LAMP2	0.54806	0.78292	0.46722
CUL4B	0.09789	0.16803	0.09162
MCTS1	0.33665	0.72275	0.27557
C1GALT1C1	0.10331	0.32159	0.14029
GLUD2	0.00375	0.0788	0.02088
RP13-192B19.2	0.00048	0.04251	0.04349
GRIA3	4e-05	0.00115	0.00106
THOC2	0.30387	0.64627	0.45331
XIAP	0.2396	0.5018	0.33281
RP1-315G1.3	0.00208	0.01146	0.00775
STAG2	0.38608	0.4644	0.26941
SH2D1A	0.14647	0.00534	0.01177
TENM1	0.00425	0.02828	0.0303
RP11-13E5.2	0	0.00081	5e-04
DCAF12L1	0	0.00901	0
SMARCA1	0.01871	0.54313	0.24439
OCRL	0.02229	0.08857	0.05399
APLN	0.00308	0.00205	0.0054
XPNPEP2	0.00147	0.03255	0.02265
SASH3	0.14063	0.00635	0.01224
ZDHHC9	0.01685	0.37391	0.13898
UTP14A	0.0543	0.13884	0.06007
BCORL1	0.01723	0.05165	0.03611
ELF4	0.04665	0.04437	0.02825
AIFM1	0.07574	0.24764	0.06834
RAB33A	0.04644	0.00283	0.00649
ZNF280C	0.02102	0.03438	0.0266
SLC25A14	0.01666	0.05769	0.03034
RBMX2	0.11287	0.25066	0.09642
ENOX2	0.04205	0.07124	0.03923
IGSF1	7e-04	0.03682	0.0303
FIRRE	0.00154	0.01349	0.0147
STK26	0.06321	0.0992	0.03285
RAP2C	0.1786	0.20327	0.13281
RAP2C-AS1	0.01116	0.01112	0.01037
MBNL3	0.05316	0.30409	0.12167
HS6ST2	0.00204	0.06165	0.02334
GPC4	0.01742	0.03645	0.0241
GPC3	0.11842	1.38185	0.81845
CCDC160	0.00013	0.00286	0.00182
PHF6	0.12506	0.18075	0.10822
HPRT1	0.29996	0.39884	0.16096
MIR503HG	0.01446	0.01796	0.03162
LINC00629	0.00012	0.00106	0.00119
PLAC1	3e-05	0.0012	0.00052
FAM122B	0.07076	0.14576	0.09133
FAM122C	0.03502	0.02249	0.03178
MOSPD1	0.07213	0.14082	0.07019
RP3-473B4.3	3e-05	0.00081	0
SMIM10	0.00467	0.01175	0.03603
FAM127C	0.00882	0.01102	0.03242
FAM127A	0.12286	0.24488	0.2083
FAM127B	0.07461	0.40523	0.18428
RP11-85L21.4	0.00021	0.00065	0.00048
SMIM10L2B	0.00021	0.00325	0.00223
CT55	2e-05	0.00253	0.00055
ZNF75D	0.02328	0.04094	0.03582
ZNF449	0.02097	0.02603	0.03267
SMIM10L2A	0.00037	0.00497	0.00307
DDX26B-AS1	0.00044	5e-04	0.00064
DDX26B	0.04448	0.02793	0.03564
CT45A1	0.00119	0.05143	0.00989
CT45A3	5e-05	0.00219	0
CT45A5	0.00057	0.01568	0.00418
CT45A10	0.00142	0.07196	0.01473
SAGE1	8e-04	0.01782	0.00654
MMGT1	0.11129	0.13492	0.08039
SLC9A6	0.0639	0.0551	0.03755
FHL1	0.0465	0.10371	0.11432
MAP7D3	0.08686	0.13106	0.08454
HTATSF1	0.15046	0.23563	0.12279
VGLL1	0	0.00419	0.00259
CD40LG	0.1119	0.00367	0.01102
ARHGEF6	0.18189	0.00787	0.04552
RP11-1114A5.4	0.02713	0.03436	0.04362
RBMX	0.43617	0.5208	0.43128
FGF13	0.00079	0.0032	0.01868
F9	0.00028	0.01101	0.00406
ATP11C	0.09458	0.05753	0.07403
LINC00632	0.00233	0.07188	0.02127
CDR1	0.00033	0.00066	0.00037
CDR1-AS	0.00264	0.02553	0.02055
LDOC1	0.00929	0.14469	0.05887
SLITRK4	0.00905	0.00287	0.00652
SPANXN2	0	0.00048	0
FMR1	0.13175	0.19292	0.12209
AFF2	0.00127	0.00146	0.00123
IDS	0.53693	0.35549	0.3606
AF011889.2	0.00056	0.00087	0.00189
LINC00893	0.01678	0.01775	0.02107
CXorf40A	0.03168	0.03062	0.02134
TMEM185A	0.03048	0.0546	0.05484
MAGEA8	5e-05	0.00246	0.00054
CXorf40B	0.03451	0.05444	0.02618
LINC00894	0.00291	0.00804	0.01073
MAMLD1	0.00572	0.00357	0.00366
MTM1	0.06934	0.07867	0.05625
MTMR1	0.03794	0.06054	0.03673
CD99L2	0.01884	0.04658	0.03729
HMGB3	0.10606	0.39578	0.1183
AF003625.3	9e-05	0.0018	0.00051
VMA21	0.34972	0.40557	0.18034
RP11-366F6.2	0.00072	0.02363	0.01076
MAGEA4	0.00778	0.23086	0.03869
GABRE	0.00432	0.09684	0.12402
GABRA3	0.00078	0.00611	0.00373
CSAG1	5e-05	7e-05	0.00584
CETN2	0.08906	0.48996	0.1571
NSDHL	0.04139	0.256	0.06487
ZNF185	0.022	0.0571	0.02253
PNMA5	0.00375	0.00025	0.00069
PNMA3	0.00151	0.00551	0.00785
PNMA6A	0.00686	0.05681	0.01652
MAGEA1	1e-04	0.01172	0.00068
RP11-635O16.2	0	0.00064	0.00092
ZNF275	0.0368	0.13369	0.07318
ZFP92	0.00118	0.00198	0.00412
HAUS7	0.03127	0.04874	0.0284
BGN	0.00709	0.14534	0.39896
FAM58A	0.0949	0.15221	0.05809
RP11-66N11.8	0.01148	0.03083	0.01815
DUSP9	0.01745	0.408	0.12292
PNCK	0.00978	0.00923	0.01174
SLC6A8	0.06327	0.17903	0.17473
BCAP31	0.6833	1.22334	0.66494
ABCD1	0.06722	0.05612	0.05187
PLXNB3	0.00014	0.00148	0.00092
SRPK3	0	0.00158	0.00188
IDH3G	0.29458	0.46783	0.24403
SSR4	1.2163	1.90105	1.14129
PDZD4	0.00424	0.00039	0.00323
L1CAM	0.00198	0.00017	0
AVPR2	0.00032	0	0.00267
ARHGAP4	0.35205	0.05627	0.08271
NAA10	0.27563	0.66955	0.32298
RENBP	0.09848	0.06749	0.02391
HCFC1	0.09491	0.1363	0.08612
HCFC1-AS1	0.00166	1e-04	0
TMEM187	0.02014	0.09125	0.02655
IRAK1	0.18351	0.31826	0.15582
MECP2	0.30976	0.26472	0.29167
TKTL1	0.00431	0.0017	0.00178
XX-FW83128A1.2	0.00122	5e-04	0
FLNA	0.44869	0.1903	0.31371
EMD	0.28986	0.29994	0.17765
RPL10	3.77568	4.19694	3.07845
XX-FW83563B9.5	0.01389	0.02555	0.03283
DNASE1L1	0.0706	0.14529	0.08282
TAZ	0.08782	0.11003	0.10056
CH17-340M24.3	0.10853	0.09837	0.05184
ATP6AP1	0.41686	0.5728	0.38013
GDI1	0.16539	0.20349	0.21687
FAM50A	0.40051	0.51925	0.31067
PLXNA3	0.10199	0.08438	0.10112
LAGE3	0.19714	0.73307	0.20249
UBL4A	0.06214	0.19556	0.06208
SLC10A3	0.06818	0.17198	0.07933
FAM3A	0.08343	0.26465	0.13926
G6PD	0.11938	0.2867	0.11565
IKBKG	0.09177	0.33116	0.14653
CTAG2	0.00458	0.00025	0.00138
GAB3	0.08788	0.00505	0.02286
DKC1	0.14046	0.41271	0.15809
MPP1	0.30623	0.03404	0.05778
F8	0.01648	0.0276	0.02581
F8A1	0.08723	0.17718	0.05954
FUNDC2	0.22723	0.39029	0.18876
MTCP1	0.00159	0.00546	0.00365
CMC4	0.00957	0.02854	0.00926
BRCC3	0.05796	0.16878	0.06071
VBP1	0.21723	0.47434	0.16123
RAB39B	0.02041	0.00094	0.00269
CLIC2	0.12313	0.06005	0.0545
RP13-228J13.1	0.00031	0.00052	0.00066
F8A3	0.0142	0.03853	0.01441
TMLHE-AS1	0.00111	0.00184	0.00083
RP11-218L14.4	0.00044	0.00174	0
TMLHE	0.04029	0.10799	0.05316
SPRY3	0.00194	0.00872	0.01523
VAMP7	0.09605	0.16006	0.07236
IL9R	0.00697	0.00059	0.00078
ZNF596	0.00475	0.00456	0.00728
RP5-855D21.2	0.00143	0.00169	0.00284
FBXO25	0.06971	0.10616	0.06293
RP11-91J19.3	0.00013	0.00065	0.00322
TDRP	0.0014	0.05484	0.04315
ERICH1	0.19345	0.19457	0.28576
DLGAP2	1e-04	0.00141	0.0018
CLN8	0.11899	0.07217	0.07709
CTD-2336O2.3	0.00083	0.00023	0.00082
CTD-2336O2.1	0.14416	0.10088	0.0601
ARHGEF10	0.00534	0.04579	0.07047
KBTBD11-OT1	0.00037	0.00202	0.00192
KBTBD11	0.00896	0.03455	0.01788
MYOM2	0.01611	0.00436	0.00482
RP11-134O21.1	0.00056	0	0.00045
CSMD1	0.00098	0.00454	0.00223
RP11-115C21.2	0.01604	0.02176	0.02099
MCPH1	0.07739	0.06855	0.06113
ANGPT2	0.01165	0.00725	0.11207
CTD-2541M15.3	0.00033	0.00072	2e-04
MCPH1-AS1	4e-04	0.0013	0.00207
AGPAT5	0.08489	0.11135	0.06451
GS1-24F4.2	0.00017	0.00102	0.00107
DEFB1	0.02719	0.57117	0.18653
FAM66B	0.00029	0.00157	0.0012
FAM85B	0.00038	7e-04	0.00073
SGK223	0.04344	0.0352	0.02873
CLDN23	0.02089	0.0776	0.03978
MFHAS1	0.12287	0.09695	0.05787
ERI1	0.06964	0.06608	0.03299
PPP1R3B	0.03903	0.08704	0.06347
RP11-10A14.4	0.00145	0.03201	0.00616
RP11-10A14.9	0.00024	0.00564	0.00196
RP11-10A14.5	0.00044	0.02442	0.00609
RP11-375N15.2	0.00137	0.00208	0.00277
TNKS	0.06155	0.08959	0.07197
RP11-1E4.1	0.00517	0.00451	0.00912
MSRA	0.09251	0.09686	0.05861
RP11-981G7.6	0.00089	0.00118	0.00273
RP1L1	0	0.00415	0.00831
SOX7	0.00118	0.02343	0.04521
PINX1	0.04887	0.04757	0.02658
XKR6	0.01594	0.01611	0.01386
AF131215.8	0.00042	0.00024	0.00053
AF131216.1	0.00074	0.00067	0.00175
MTMR9	0.09872	0.05836	0.08008
AF131216.6	0.00233	0.00046	0.00061
SLC35G5	0.00081	0.00086	0.00074
FAM167A	0.0045	0.00517	0.00574
BLK	0.00847	0.00027	0.00029
GATA4	0.00237	0.05482	0.01884
C8orf49	0	0.00322	0.00319
NEIL2	0.02711	0.03706	0.02351
FDFT1	0.11923	0.45704	0.1566
RP11-297N6.4	0.00458	0.00892	0.01505
CTSB	1.76534	0.75497	0.69016
FAM86B1	0.00134	0.00721	0.00274
AC145124.2	0.00399	0.01169	0.029
RP11-351I21.11	0.00025	0.0012	0
FAM86B2	0	0.00045	0
RP11-419I17.1	5e-04	0.00129	0.00126
LONRF1	0.06094	0.09884	0.05922
RP11-252C15.1	0.00209	4e-05	0.00017
KIAA1456	0.00146	0.0212	0.02405
DLC1	0.01299	0.02443	0.22064
C8orf48	0.00062	0.0023	0.00602
TUSC3	0.00116	0.04262	0.07127
MSR1	0.61596	0.03622	0.08027
FGF20	0.00026	0.01312	0.00387
MICU3	0.00672	0.02494	0.04542
RP11-468H14.2	0.00011	0.00049	0.00072
ZDHHC2	0.08896	0.1429	0.06659
CNOT7	0.24149	0.30615	0.16158
VPS37A	0.11591	0.17059	0.09438
MTMR7	0.00202	0.08563	0.01816
SLC7A2	0.00723	0.30018	0.16504
PDGFRL	0.00158	0.02237	0.01501
MTUS1	0.03149	0.39145	0.38427
RP11-156K13.1	0.00022	0.00646	0.0046
FGL1	0.06592	1.11256	0.50085
RP11-156K13.3	0.00095	0.00021	0
PCM1	0.4341	0.27453	0.27583
ASAH1	0.85993	0.52931	0.40433
CTD-2547L16.1	0.00438	0.00236	0.00367
NAT1	0.02928	0.03199	0.01562
NAT2	0.00021	0.00054	0
PSD3	0.04593	0.06607	0.09182
RP11-1080G15.1	0.0078	0.00035	0.00142
SH2D4A	0.0049	0.21876	0.11086
CSGALNACT1	0.02501	0.03328	0.04838
INTS10	0.11079	0.15867	0.11177
LPL	0.11907	0.0049	0.0368
SLC18A1	9e-04	0	0.00018
ATP6V1B2	0.51231	0.1448	0.13208
LZTS1	0.00575	0.00099	0.05588
GFRA2	0.1086	0.00364	0.01195
DOK2	0.71918	0.04042	0.08486
XPO7	0.06591	0.08998	0.0628
NPM2	0.01037	0.02065	0.01314
FGF17	4e-04	0.00151	0.00184
DMTN	0.01364	0.11912	0.05209
FAM160B2	0.04848	0.06965	0.0957
NUDT18	0.03764	0.03979	0.02269
HR	0.00018	0.01521	0.00685
REEP4	0.07707	0.07194	0.05091
BMP1	0.01783	0.04862	0.11928
PHYHIP	0	0.00313	0.00405
POLR3D	0.05822	0.06821	0.05795
PIWIL2	0.00038	0.01316	0.0025
SLC39A14	0.02306	0.40677	0.18576
PPP3CC	0.06325	0.03104	0.04309
RP11-582J16.4	0.01295	0.00666	0.00724
SORBS3	0.11773	0.1178	0.15199
PDLIM2	0.19327	0.14271	0.16244
C8orf58	0.01763	0.01014	0.02082
CCAR2	0.04663	0.04912	0.05098
RP11-582J16.5	0.00467	0.00723	0.00633
BIN3	0.05672	0.08856	0.07446
EGR3	0.10586	0.10115	0.11502
PEBP4	0.00267	0.00208	0.00487
RP11-875O11.1	0.0031	0.00063	0.00176
RHOBTB2	0.00796	0.01145	0.01197
TNFRSF10B	0.09949	0.19664	0.14152
RP11-875O11.3	0.00011	0.00087	0.00027
TNFRSF10C	0.00609	0.02052	0.01393
TNFRSF10D	0.03327	0.04153	0.04792
TNFRSF10A	0.03872	0.056	0.04146
RP11-1149O23.4	0.00128	0.00068	0.00063
CHMP7	0.06539	0.06953	0.04902
R3HCC1	0.07759	0.12223	0.07843
LOXL2	0.00285	0.00495	0.103
ENTPD4	0.0815	0.10279	0.11582
SLC25A37	0.13118	0.2294	0.30366
NKX3-1	0.00662	0.01154	0.01228
STC1	0.00342	0.00473	0.13694
ADAM28	0.09485	0.28482	0.2248
RP11-624C23.1	0.00293	0.00105	0.0014
ADAMDEC1	0.06565	0.00199	0.00526
GS1-72M22.1	0.00033	4e-04	0.00023
NEFM	0.0029	0.00227	0.00374
NEFL	0.00143	0.00017	0
DOCK5	0.10687	0.11533	0.09866
GNRH1	0.00301	0.00543	0.00538
KCTD9	0.08045	0.07953	0.05966
CDCA2	0.02351	0.04255	0.01181
EBF2	0.00028	0.00042	0.04278
PPP2R2A	0.24073	0.23476	0.17819
BNIP3L	0.68512	0.30181	0.28272
PNMA2	0.00143	0.01698	0.01036
DPYSL2	0.41297	0.1246	0.22275
ADRA1A	0	0.00134	0.00323
TRIM35	0.0199	0.01807	0.01147
PTK2B	0.15035	0.046	0.05825
EPHX2	0.02062	0.12476	0.05859
CLU	0.18013	1.86907	1.17833
SCARA3	0.00168	0.04012	0.0339
CCDC25	0.14908	0.36385	0.1513
ESCO2	0.04389	0.0259	0.01234
PBK	0.01009	0.07905	0.01933
SCARA5	4e-05	0.00052	0.00073
NUGGC	0.00339	3e-04	0.00025
ELP3	0.05116	0.078	0.04419
PNOC	0.00568	5e-05	0.00093
ZNF395	0.09099	0.10011	0.06926
FBXO16	0.00506	0.02869	0.01468
FZD3	0.01991	0.02839	0.02812
EXTL3	0.01364	0.02828	0.04177
EXTL3-AS1	0.00097	0.00094	0.00151
INTS9	0.02021	0.02149	0.0182
RP11-662B19.2	0.00088	0.00055	0.00014
HMBOX1	0.09317	0.06947	0.09628
KIF13B	0.05181	0.19348	0.13751
DUSP4	0.3491	0.20308	0.13895
RP11-486M23.1	0.00136	0.00039	0
LINC00589	0.00174	0.00038	0.00188
AC145110.1	0.01245	0.00064	0.00234
RP11-94H18.1	0.00033	0.00024	2e-04
SARAF	1.19591	0.82495	0.57821
RP11-489E7.4	0.20957	0.01714	0.05005
LEPROTL1	0.69754	0.37946	0.23172
MBOAT4	0.00031	0.00194	0.00179
RP11-51J9.5	0.09054	0.02217	0.0353
DCTN6	0.23452	0.2582	0.15588
RP11-51J9.6	0.00166	0.0012	0.00185
RBPMS-AS1	0.00011	0.01117	0.00466
RBPMS	0.00772	0.24629	0.22392
GTF2E2	0.11717	0.15725	0.07137
GSR	0.10662	0.19265	0.10187
UBXN8	0.04156	0.14375	0.06663
PPP2CB	0.20536	0.30855	0.19455
TEX15	0.00035	0.00192	0.00034
PURG	5e-05	0.00111	0.00194
WRN	0.04013	0.06541	0.07178
NRG1	0.01651	0.01115	0.00878
RP11-11N9.4	0.05367	0.0498	0.02048
RP11-722E23.2	0.00049	0.00519	0.00325
FUT10	0.00866	0.03072	0.02683
TTI2	0.04132	0.04347	0.03402
MAK16	0.05418	0.07322	0.0361
RNF122	0.01784	0.00625	0.02275
DUSP26	2e-04	0.00012	0.00614
RP11-962G15.1	2e-04	0.0061	0.00306
RP11-150O12.3	0.00037	0.01518	0.00707
ZNF703	0.06205	0.0461	0.05425
RP11-863K10.7	0.00178	0.00026	0.00143
ERLIN2	0.07062	0.13018	0.08398
PROSC	0.16252	0.12376	0.06215
ADGRA2	0.00085	0.00082	0.06849
BRF2	0.02471	0.04476	0.01844
RAB11FIP1	0.47307	0.34154	0.24692
EIF4EBP1	0.38019	0.62972	0.24417
ASH2L	0.07119	0.05837	0.0497
LSM1	0.17262	0.26483	0.12902
BAG4	0.09172	0.10069	0.05953
DDHD2	0.05139	0.04094	0.04017
PLPP5	0.09536	0.26257	0.13152
WHSC1L1	0.36278	0.29648	0.33395
RP11-350N15.5	0.01386	0.01111	0.02291
LETM2	0.02134	0.04395	0.02037
RP11-350N15.6	0.00037	0.00042	0.00059
FGFR1	0.05435	0.00787	0.0522
TACC1	0.45719	0.27822	0.30687
RP11-723D22.3	0.00146	0	0
PLEKHA2	0.33491	0.08689	0.10965
CTD-2544N14.3	0.04443	0.00314	0.01065
HTRA4	0.01197	0.00058	0.00278
TM2D2	0.19075	0.1767	0.09694
ADAM9	0.35336	0.33212	0.22852
ADAM32	0.0024	0.00263	0.00375
ADAM18	0.00012	0.00449	0.00174
ADAM2	4e-05	0.00091	0.00034
IDO1	0.00711	0.00096	0.0029
IDO2	0.00073	1e-04	0
C8orf4	0.01679	0.39818	0.58295
CTA-392C11.1	9e-05	0.00272	0.00094
SFRP1	0.00015	4e-05	0.00898
GOLGA7	0.24815	0.21582	0.12522
GINS4	0.03027	0.01613	0.01266
RP11-360L9.4	0.00023	0.00114	0.00044
RP11-360L9.7	0.00258	0.00047	0.0017
GPAT4	0.10214	0.08344	0.07437
ANK1	0.00572	0.03548	0.01827
RP11-930P14.2	0.00195	0.00133	0.00157
KAT6A	0.2243	0.12288	0.15206
RP11-589C21.6	0.01208	8e-04	0.00035
RP11-589C21.5	0.00333	6e-04	0.00066
AP3M2	0.10316	0.09857	0.11597
PLAT	0.01475	0.01089	0.10143
RP11-231D20.2	0.00572	0.00087	0.00405
IKBKB	0.12992	0.10313	0.13678
POLB	0.06401	0.0537	0.03516
DKK4	0.00014	0.00061	0
VDAC3	0.32937	0.40318	0.20573
SLC20A2	0.05146	0.09901	0.08546
RP11-503E24.2	0.00711	0.00624	0.00848
SMIM19	0.21553	0.26116	0.13901
CHRNA6	0.00364	8e-05	0.00037
THAP1	0.07852	0.05782	0.04371
RNF170	0.06104	0.12246	0.07197
HOOK3	0.27532	0.11248	0.19257
FNTA	0.23432	0.24758	0.15105
POMK	0.00391	0.00259	0.00281
HGSNAT	0.13644	0.14087	0.1227
RP11-1134I14.8	0	0.0012	0.00047
SPIDR	0.06091	0.08808	0.06741
CEBPD	0.66999	0.70134	0.52343
PRKDC	0.29808	0.57411	0.23678
MCM4	0.05673	0.06258	0.03391
UBE2V2	0.23589	0.57454	0.2149
RP11-567J20.3	0.00094	0	0
SNAI2	0.00029	0.00316	0.05
PXDNL	0	9e-05	0.00877
RP11-11C20.3	0.00011	0.00063	0.00164
PCMTD1	0.2351	0.54334	0.38467
RP11-110G21.1	0.01082	0.05623	0.04262
RP11-546K22.3	0.00084	0.0054	0.00099
RP11-546K22.1	0.00018	0.00918	0.00302
ST18	0.01263	0.00062	0.00114
FAM150A	2e-04	0.01542	0.00949
RB1CC1	0.25213	0.89379	0.42881
ATP6V1H	0.23361	0.2717	0.15494
RGS20	0.00116	0.00351	0.00135
TCEA1	0.52958	1.037	0.43362
RP11-30L15.6	0.00046	0.00123	0.00102
LYPLA1	0.30606	0.95571	0.34141
MRPL15	0.17919	0.72378	0.2178
SOX17	5e-05	0.00025	0.04323
RP11-53M11.3	2e-05	0.00381	0.00106
RP1	9e-05	0.00907	0.00347
XKR4	0.00036	0.00017	0.00163
TMEM68	0.06317	0.2036	0.09663
TGS1	0.11723	0.25263	0.09649
LYN	0.44102	0.13416	0.10099
RPS20	1.93623	2.23286	1.46306
CTA-397H3.3	0	0.00048	0.00064
PLAG1	0.00739	0.00985	0.0139
CHCHD7	0.27122	0.57841	0.23221
RP11-140I16.3	0.0014	0.00229	0.00066
SDR16C5	0.0025	0.17735	0.05867
LINC00968	0.0011	5e-05	0
IMPAD1	0.15001	0.41704	0.20195
LINC01606	7e-05	0.00066	0.00063
CTD-2339F6.1	0.00033	0.00023	0.00164
FAM110B	0.00316	0.017	0.02508
UBXN2B	0.07562	0.17006	0.07049
SDCBP	1.3004	0.9313	0.59225
NSMAF	0.10435	0.09192	0.06672
TOX	0.06952	0.01453	0.01264
RP11-25K19.1	0.03272	0.07182	0.01976
RP11-379I19.1	0	0.00091	0.00062
CA8	0.00152	0.02923	0.01907
LINC01301	0.00102	0.00376	0.00199
RAB2A	0.51127	1.28734	0.5702
RP11-91I20.4	0.00148	0.00064	0.00065
CHD7	0.07562	0.26724	0.17725
AC022182.1	0.00054	0.00098	0.00082
AC022182.3	0.02931	0.00088	0.00272
CLVS1	0.00043	0.0086	0.00476
RP11-787D18.2	0.00016	0.00029	0.00085
ASPH	0.19777	1.2772	0.7575
RP11-280G9.1	0.00042	0.01522	0.02037
RP11-705O24.1	3e-05	0.00041	0.00071
NKAIN3	8e-05	0.00146	0
UG0898H09	0	0.00261	0.00078
RP11-659E9.2	0.00012	0.00076	0.00073
GGH	0.08867	0.81791	0.30003
TTPA	0	0.00092	0.00054
YTHDF3-AS1	0.02254	0.09138	0.03497
YTHDF3	0.22689	0.32076	0.18073
RP11-16E18.3	0.00872	0.01181	0.0085
RP11-573J24.1	0.00073	0.01918	0.00709
RP11-32K4.1	0	0.00513	0.00207
LINC01289	0	0.00145	0.00098
BHLHE22	5e-04	0.00011	0.0024
CYP7B1	0.00661	0.1287	0.05111
CTD-3025N20.3	0.00333	0.02215	0.00627
ARMC1	0.13118	0.53121	0.22415
MTFR1	0.03939	0.36767	0.12093
RP11-707M3.3	0.00572	0.00384	0.00316
PDE7A	0.25743	0.16438	0.15429
CTD-2532N20.1	0.00119	0.00165	0.00022
DNAJC5B	0.04764	0.00254	0.00393
AC084082.3	0.00071	0.00305	0.0038
TRIM55	0.00768	0.21733	0.06104
CRH	0.00048	0.0081	0.0011
RRS1-AS1	0.00223	0.00611	0.00546
RRS1	0.05887	0.30478	0.10042
ADHFE1	0.0076	0.02674	0.0316
C8orf46	0.00083	0.00283	0.00339
MYBL1	0.06983	0.02698	0.02959
VCPIP1	0.15402	0.23025	0.15012
C8orf44-SGK3	0.00019	0.00094	0.00043
C8orf44	0.01632	0.07092	0.07365
SGK3	0.10906	0.1483	0.08703
MCMDC2	0.00347	0.01519	0.00935
TCF24	0.00024	0.0129	0.00522
PPP1R42	0	0.00111	0.00058
COPS5	0.18333	0.78225	0.30506
CSPP1	0.05593	0.34701	0.18255
ARFGEF1	0.16004	0.38808	0.22684
RP11-7F18.2	0.00174	0.00981	0.01113
CPA6	0.00041	0.01351	0.01285
PREX2	0.00018	0.00105	0.03839
C8orf34	0	0.00131	0.00159
LINC01592	0	0.00364	0.00353
RP11-21C17.1	7e-05	0.00041	0.00068
SULF1	0.00039	0.00495	0.03311
SLCO5A1	0.00142	0.00292	0.00434
RP11-159H10.3	0.00024	0.00105	0.00079
NCOA2	0.14797	0.43971	0.23746
RP11-333A23.4	0.00145	0.00019	0.00018
TRAM1	0.59133	1.45514	0.70035
LACTB2-AS1	0.00718	0.00905	0.00745
LACTB2	0.08689	0.71601	0.19027
XKR9	0.00287	0.05417	0.02603
EYA1	0.00078	0.05004	0.01459
RP11-1102P16.1	0	0.00065	0
MSC-AS1	0.00756	0.04417	0.05118
MSC	0.0186	0.06278	0.04113
TERF1	0.15794	0.49061	0.228
RP11-531A24.5	0.00331	0.00839	0.00729
SBSPON	0.00046	0.00526	0.00914
C8orf89	0.00047	0.00059	0.00041
RPL7	2.22875	3.35267	2.12453
RDH10	0.03031	0.31004	0.13733
RDH10-AS1	0.00012	0.00111	0.00224
RP11-434I12.3	0.00011	0.00589	0.0018
STAU2	0.09492	0.27799	0.14732
UBE2W	0.19673	0.36708	0.20718
TCEB1	0.48534	1.32763	0.50707
TMEM70	0.33933	0.57045	0.19175
LY96	0.66032	0.03564	0.1458
RP11-6I2.3	0.00564	0.00025	0.0021
RP1-16A9.1	0.00109	0.00014	0.00082
JPH1	0.00081	0.03741	0.01409
GDAP1	0.02037	0.04838	0.02928
MIR2052HG	0.00044	0.01229	0.01249
RP11-758M4.4	0.00187	0.06236	0.02063
PI15	0.00139	0.02615	0.05203
CRISPLD1	0.00049	0.00771	0.01188
RP11-300E4.2	0	0.00075	0.00044
RP11-697M17.2	0.00061	0.00205	0.0018
CASC9	0.00132	0.09663	0.05519
HNF4G	0.00576	0.18345	0.07067
ZFHX4	9e-05	0.00824	0.0179
PEX2	0.15626	0.51982	0.20509
PKIA-AS1	6e-04	0.00036	0.00041
PKIA	0.04061	0.16895	0.04487
ZC2HC1A	0.07137	0.16042	0.09845
IL7	0.0085	0.0513	0.01853
RP11-79H23.3	0.00332	0.0179	0.02141
HEY1	0.00442	0.01184	0.05078
LINC01607	0	0.00504	0.00251
RP11-26J3.1	0.00041	0.00049	0.00154
MRPS28	0.09461	0.49116	0.13548
RP11-26J3.4	8e-05	4e-04	0.00043
RP11-92K15.3	0.00056	0.00356	0.00234
TPD52	0.18314	0.82199	0.31755
RP11-48B3.5	0.01212	0.01607	0.0423
ZBTB10	0.14913	0.31641	0.21991
RP11-48B3.3	0.00108	0.00081	0.00064
RP11-48B3.4	0.0069	0.02769	0.01534
ZNF704	0.02391	0.14159	0.10588
PAG1	0.31259	0.39019	0.28849
RP11-1149M10.2	0.00409	0.01817	0.00454
RP11-363E6.4	0.00072	0.00096	0.00102
RP11-363E6.3	0.00122	0.00223	0.00134
FABP5	1.64439	1.52899	0.88497
FABP4	0.3331	0.03199	0.1317
IMPA1	0.11045	0.27079	0.12122
SLC10A5	0.00104	0.02917	0.03599
ZFAND1	0.11421	0.65637	0.24827
CHMP4C	0.00607	0.26614	0.08505
SNX16	0.03252	0.06559	0.04634
RALYL	6e-05	0.00519	0.01174
LRRCC1	0.03003	0.05608	0.03558
RP11-219B4.7	0.00211	0.00331	0.00473
E2F5	0.01483	0.26008	0.0639
C8orf59	0.46541	1.28405	0.54355
CA13	0.00514	0.05782	0.0246
RP11-219B4.5	0.00038	5e-04	0.00205
CA3	0.00045	0.01051	0.0047
CA3-AS1	0.00158	0.00315	0.00235
CA2	0.19589	0.27021	0.15051
ATP6V0D2	0.08004	0.01111	0.01085
WWP1	0.37051	0.66688	0.35578
RMDN1	0.12884	0.47214	0.1727
CPNE3	0.2408	0.64288	0.24863
CNGB3	0.00047	0.025	0.00613
CNBD1	0.00037	0.00219	0.00067
AF121898.3	2e-05	0.00165	0.00188
DCAF4L2	0.00047	0.0135	0.00577
MMP16	0.00033	0.00016	0.00927
RP11-586K2.1	4e-05	0.00119	0.00113
RP11-642C5.1	2e-05	0.0058	0.00652
RP11-37B2.1	0.04674	0.12512	0.12374
RIPK2	0.22675	0.22651	0.08039
