M1	cDC1	M2	CD8Tcm	Malignant	Epithelial	Treg	Fibroblasts	Tprolif	DC	B	Monocyte	Endothelial	Mast
CD99	1.078	0.93324	0.51462	0.92342	0.35572	0.17855	0.80875	1.371	1.15601	1.12491	0.42229	1.1377	1.09699	0.69605
GYG2	0.00034	0.00108	0	0.00152	0.02922	0.01765	0	0	0	0	0	0	0	0
ARSD	0.06332	0.10803	0.04924	0.02139	0.19901	0.13665	0.01676	0.05436	0.04436	0.11565	0.01293	0.0796	0.12295	0.06382
ARSD-AS1	0.00045	0.00017	0	0.00072	0.00072	0	0	0	0	0	0	0.00083	0	0
ARSE	0.01265	0.00983	0.01069	0.00223	0.30253	0.1715	0.00697	0.01369	0.0106	0.00746	0	0.00483	0	0
ARSF	0	0	0.00061	0	0.00268	0.00042	0	0	0	0	0	0	0	0
MXRA5	0	0	0.00176	0.00121	0.11423	0.07472	0	0.19679	0	0.00115	0.00348	0.00147	0.00508	0
PRKX	0.14305	0.14172	0.09699	0.37429	0.06835	0.06455	0.11637	0.11852	0.16822	0.14895	0.18686	0.1405	0.16247	0.58021
RP11-706O15.1	0.00269	0.00401	0.00253	0.05536	0.02658	0.02153	0.03067	0.02494	0.01057	0.00666	0.01204	0.00638	0.03557	0.04537
RP11-706O15.3	0	0	0	0.0036	0.00103	0.001	0.00106	0	0.00049	0	0	0	0.00397	0
RP11-706O15.5	0	0	0	0.00511	0.00573	0.00285	0	0	0.00029	0	0	0	0	0
RP11-733O18.1	0.00954	0.03858	0	0	0.00053	0.00021	0	0.00162	0.01558	0.023	0	0.01018	0	0
NLGN4X	0	0.00063	0	0	9e-05	0	0	0.0244	0	0.00116	0	0	0.01087	0
PUDP	0.03189	0.05296	0.05721	0.01237	0.1013	0.03272	0.02037	0.02447	0.05141	0.04786	0.01978	0.03366	0.02346	0.01106
STS	0.00884	0.01872	0.00883	0.00307	0.02315	0.01085	0.00133	0.01564	0.02259	0.01093	0.00156	0.01791	0.05407	0
PNPLA4	0.03124	0.05156	0.03682	0.01711	0.16326	0.04454	0.01611	0.07821	0.04664	0.04641	0.02717	0.04219	0.0629	0
VCX3B	0.00057	0.00059	0	0	0.00136	0.00273	0	0	0	0	0	0.00183	0	0
ANOS1	0.0051	0.0127	0.00107	0.00025	0.0024	0.00064	0	0.01515	0.00362	0.00905	0	0.00163	0	0
FAM9A	0	0.00134	0	0.00035	0.01057	0.00892	0.00119	0	0.0018	0.00172	0	0.00113	0	0
FAM9B	0.00082	0.00036	0	0.00075	0.02149	0.0094	0	0.00176	5e-04	0	0	0	0	0
TBL1X	0.03944	0.06918	0.09429	0.07713	0.13265	0.0735	0.06552	0.11341	0.06598	0.07174	0.02728	0.05748	0.0207	0.02244
GPR143	0	0	0	0	0.00333	0.0021	0	0	0	0	0	0.001	0.01723	0
SHROOM2	0.00032	0.00103	0.00184	0.00029	0.02065	0.0089	0.00159	0.00245	0.00059	0.00148	0	0.00266	0.03305	0
WWC3	0.0375	0.06749	0.03797	0.0393	0.04037	0.0275	0.0401	0.12879	0.05102	0.0503	0.03024	0.03034	0.18012	0.06106
CLCN4	0.00428	0.03199	0.00342	0.00047	0.04174	0.01146	0	0.00998	0.01513	0.01417	0.00353	0.0059	0.00536	0
MID1	7e-04	0.00128	0	0.00087	0.04139	0.02939	0.00135	0.0393	0.00156	0	0	0.00179	0.15671	0
RP11-120D5.1	0	9e-04	0.00263	0	0.00299	0.0022	0	0	0.00527	0.00205	0	0.00117	0	0
HCCS	0.07536	0.15243	0.14127	0.03905	0.17143	0.0511	0.05487	0.09321	0.13718	0.12826	0.07086	0.13521	0.09646	0.10657
ARHGAP6	0.03307	0.03334	0.00239	0.00305	0.03323	0.03397	0	0.17801	0.02321	0.04445	0.01061	0.02999	0.02975	0.06594
MSL3	0.14299	0.25144	0.27256	0.15661	0.10561	0.05629	0.21076	0.19355	0.31176	0.2125	0.13046	0.26026	0.25127	0.0636
PRPS2	0.07126	0.16345	0.08274	0.05577	0.0941	0.03219	0.04429	0.14562	0.24049	0.12638	0.06996	0.09226	0.0888	0.15302
TLR7	0.00432	0.10512	0.07855	0.00037	0.00137	0.00467	0	0.01042	0.06013	0.05328	0.01944	0.03654	0	0
TLR8	0.01877	0.16528	0.13229	0.00105	0.00205	0.00565	0	0.02308	0.04374	0.1245	0	0.06215	0.00365	0
TMSB4X	3.97726	4.85961	4.66505	4.40394	1.81331	1.76891	4.79756	4.035	4.69792	4.74132	3.04784	4.45066	3.83714	3.14385
GS1-600G8.5	0.03599	0.00049	0.00395	0.00067	0.00042	0	0.00328	0.00069	0	0.00329	0	0.02165	0	0
EGFL6	0	0.00013	0	0.00059	9e-05	0	0.00272	0.10263	0.0022	9e-04	0	0	0	0
TCEANC	0.01098	0.01516	0.00782	0.01002	0.00858	0.00768	0.01069	0.02204	0.01825	0.01085	0.02188	0.00649	0.00628	0.02107
RAB9A	0.23824	0.3175	0.19066	0.19337	0.16025	0.07377	0.30978	0.22403	0.2254	0.35394	0.12932	0.25669	0.10432	0.19226
TRAPPC2	0.0337	0.05655	0.03816	0.12021	0.12886	0.08922	0.12114	0.0897	0.0962	0.05009	0.10944	0.04631	0.08444	0.13982
OFD1	0.09378	0.19903	0.16111	0.24887	0.20565	0.19362	0.22428	0.11522	0.23174	0.1397	0.29954	0.10373	0.18491	0.13086
GPM6B	0.00634	0.01525	0.02254	0.10502	0.01364	0.021	0.06338	0.12703	0.02393	0.01534	0.14467	0.02236	0.02438	0.03565
GEMIN8	0.02846	0.03099	0.0328	0.02019	0.07621	0.02788	0.02826	0.05627	0.03775	0.0173	0.01725	0.03787	0.03657	0.03965
FANCB	0.00346	0.02789	0.01003	0.01083	0.02845	0.01328	0.0159	0.01	0.09491	0.00716	0.00128	0.00971	0.01488	0.00856
MOSPD2	0.15789	0.26571	0.17949	0.04249	0.10205	0.05614	0.06448	0.14352	0.17283	0.27865	0.03987	0.21593	0.09639	0.01464
ASB9	0.00083	0.0125	0.00458	0.00157	0.04614	0.01407	0.0014	0.00124	0.01552	0.00644	0	0.0055	0.10503	0.00856
ASB11	0	0.00071	0	0.00058	0.00025	0.00123	0	0	0	0	0	0	0	0
PIGA	0.11478	0.10439	0.07346	0.03497	0.04501	0.03387	0.03996	0.05195	0.10078	0.11569	0.0209	0.1196	0.05486	0.10421
FIGF	0	0.00058	0	0	0.00271	0.00254	0.00147	0	0	0	0	0.00088	0	0
PIR	0.02742	0.03894	0.01538	0.00544	0.35358	0.1053	0.0166	0.02827	0.03579	0.05629	0.00229	0.0274	0.05166	0.01156
ACE2	0	0	0	0.00091	0.00716	0.00753	0	0	0	0	0	0	0	0
TMEM27	0.00055	4e-04	0.00052	0	0.00163	0.00338	0	0	0.00065	0.00234	0	0.001	0.00181	0
CA5B	0.01475	0.01665	0.03604	0.10712	0.02384	0.02238	0.0384	0.05725	0.02777	0.01415	0.09101	0.03118	0.14938	0.01816
INE2	0.00053	0.00041	0	0.00204	2e-04	0	0	0	0.00112	0	0.00335	0	0.00525	0
ZRSR2	0.0501	0.10195	0.0918	0.13587	0.05649	0.05823	0.11704	0.09302	0.1007	0.08008	0.11108	0.07991	0.05519	0.04891
AP1S2	0.7902	0.98405	1.50888	0.16137	0.06671	0.06365	0.21645	0.31299	1.0552	0.93482	0.16062	1.29285	0.44889	0.37389
CTPS2	0.02138	0.03193	0.0197	0.00704	0.04773	0.03477	0.00612	0.03856	0.02735	0.02618	0.01144	0.02272	0.0322	0.0817
SYAP1	0.28984	0.31665	0.38163	0.6343	0.37575	0.17406	0.45067	0.35994	0.36437	0.40731	0.44418	0.45389	0.3508	1.02503
TXLNG	0.03215	0.04741	0.03842	0.13658	0.13235	0.05261	0.10322	0.06792	0.07821	0.05532	0.11424	0.0377	0.06555	0.02485
RBBP7	0.1517	0.3051	0.15879	0.13953	0.37718	0.18727	0.19485	0.42318	0.62078	0.23161	0.14127	0.19741	0.27136	0.1609
REPS2	0.02785	0.03616	0.03404	0.00151	0.07803	0.04954	0	0.00942	0.03269	0.04814	0.00599	0.03598	0.0285	0
NHS	0.00278	0.02397	0.01753	0.00516	0.08999	0.08243	0.01315	0.05588	0.01148	0.0186	0.00295	0.00315	0.03388	0
SCML1	0.14489	0.17257	0.14954	0.03605	0.33536	0.19899	0.03653	0.18517	0.16434	0.17764	0.03451	0.164	0.17303	0.01623
RAI2	0	0	0	0.00084	0.02301	0.01168	0.00108	0.02233	0	0	0	0	0.09966	0
LINC01456	0.00065	0.00056	0.00105	0.00047	0.00762	0.00231	0	0	0.00036	0	0	0.00113	0	0
SCML2	0.00129	0.00374	0.00139	0.0017	0.01673	0.00911	0	0	0.00944	0.00131	0	0.00296	0.01535	0
CDKL5	0.01605	0.02743	0.01523	0.01018	0.03791	0.02284	0.0039	0.09853	0.02007	0.03285	0.01476	0.01502	0.03614	0
PHKA2	0.03579	0.04532	0.044	0.01706	0.14741	0.13319	0.02402	0.02458	0.04556	0.05253	0.04118	0.0491	0.06375	0.0426
ADGRG2	0.00045	0	0	0.00033	0.01001	0.01041	0	0.00265	0	0	0	0.00103	0	0
PDHA1	0.07943	0.17637	0.15231	0.09601	0.29044	0.1032	0.11151	0.21452	0.21487	0.12509	0.09737	0.15695	0.11028	0.08396
MAP3K15	0	2e-04	0	0.00093	0.00582	0.00472	0.00151	0.00515	0	0	0	0.00056	0	0
SH3KBP1	0.23061	0.34672	0.41794	0.40693	0.18325	0.10201	0.67628	0.38176	0.50813	0.33829	0.20384	0.36607	0.18357	0.36302
CXorf23	0.03776	0.0563	0.03495	0.04806	0.07826	0.07219	0.03838	0.05553	0.04387	0.05598	0.04946	0.04673	0.05843	0.04904
MAP7D2	0	0.00019	0	0.00328	0.00288	0.00106	0	0	0	0	0.02283	0	0	0.00902
EIF1AX	0.59687	0.67299	0.6207	0.72718	0.89671	0.39679	0.50841	0.80439	0.84732	0.68423	0.68561	0.69422	0.7787	0.85612
RPS6KA3	0.29051	0.27657	0.30257	0.2829	0.35659	0.24607	0.22677	0.17302	0.34959	0.28856	0.10887	0.28571	0.36374	0.30368
CNKSR2	0	0.00037	0	0.00215	0.0024	0.00077	0.01291	0	0.00115	0	0.02638	0	0	0.01034
KLHL34	0	0.00012	0.00045	0.00155	0.00161	0.00195	0.00826	0	0.00184	0	0	0	0	0
SMPX	0.00041	0	0	0	0.00184	0.00071	0	0	0	0	0	0	0	0
MBTPS2	0.0386	0.06601	0.02822	0.01517	0.10638	0.05531	0.02337	0.04332	0.05149	0.05814	0.01097	0.05757	0.03626	0
YY2	0.00238	0.01054	0.0028	0.00316	0.01419	0.01407	0.00195	0.01622	0.00953	0.00791	0	0.00481	0.01451	0.0086
SMS	1.22247	0.74825	0.43147	0.17237	0.55845	0.20857	0.58616	0.33944	0.85699	0.89024	0.12953	0.90322	0.18003	0.25851
PHEX	0.00232	0.00041	0.00191	0.00321	0.00355	0.00208	0.01369	0.00113	0.0076	0	0.00624	0.0037	0.01108	0
PTCHD1	0	0.00013	0	0	5e-05	0	0.00264	0	0.00091	0	0.0191	0	0	0
PRDX4	0.26135	0.42458	0.25258	0.07605	1.24334	0.52053	0.15528	0.52782	0.46788	0.4044	0.39376	0.41151	0.30212	0.09418
ACOT9	0.19178	0.24876	0.27717	0.05578	0.115	0.04781	0.17619	0.19178	0.24561	0.2211	0.11238	0.3206	0.14502	0.11089
RP13-314C10.5	0.00051	0.00016	0.00065	0	0.00056	0.00051	0	0	0	0	0	0	0	0
SAT1	3.06448	3.2434	3.01398	1.51106	1.41252	1.35652	2.13124	1.42274	2.43369	3.24392	1.89315	3.15244	2.4023	2.01322
APOO	0.02866	0.05804	0.03419	0.01813	0.09253	0.02429	0.03325	0.05905	0.05299	0.0408	0.02411	0.04416	0.04436	0.02186
CXorf58	0	0.00016	0.00059	0.00028	0.00054	0.00053	0.00286	0	0.00084	0	0	0	0	0
KLHL15	0.06253	0.09087	0.09667	0.04229	0.02367	0.02991	0.04066	0.07379	0.08439	0.09436	0.01685	0.06199	0.07587	0.04513
EIF2S3	0.32763	0.48039	0.48268	0.28925	0.73682	0.3487	0.32436	0.52928	0.52105	0.4127	0.44387	0.39186	0.4554	0.45727
ZFX	0.09546	0.14938	0.13166	0.16678	0.15497	0.09676	0.14984	0.14303	0.17184	0.12837	0.20488	0.11402	0.15199	0.1896
PDK3	0.08051	0.13834	0.0582	0.06183	0.04297	0.0169	0.02831	0.07038	0.12268	0.12379	0.0557	0.10091	0.01982	0.03562
POLA1	0.01403	0.04979	0.02097	0.00831	0.03506	0.01711	0.01758	0.03336	0.11839	0.03639	0.00586	0.0298	0.01001	0
RP11-268G12.3	0	0	0	0	0.00161	0.00033	0	0	0	0	0	0	0	0
RP11-268G12.1	0	0.00047	0	0	0.01856	0.0206	0	0.00085	0.00058	0	0	0	0.00553	0
IL1RAPL1	0.00224	3e-04	0.00076	0	0.00507	0.00232	0	0.02519	0.00037	8e-04	0	0	0	0.12884
MAGEB2	0	0.00032	0	0	0.00431	0.00135	0	0	0	0	0.00081	0	0	0
NR0B1	0.0042	0.00617	0.00569	0.00113	0.11851	0.04194	0.0062	0.00363	0.00432	0.00672	0	0.00102	0	0
CXorf21	0.14562	0.23531	0.20349	0.01225	0.00522	0.01158	0.06571	0.02212	0.25777	0.22834	0.10843	0.24497	0.00568	0.0608
GK	0.31361	0.11634	0.27137	0.04885	0.0849	0.05632	0.20454	0.04506	0.17372	0.24189	0.03071	0.47901	0.02114	0.03001
GK-AS1	0.00194	0.00122	0.00565	0.00139	0.00051	0.00086	0.00958	0	0.00369	0.00311	0.00428	0.00909	0	0
TAB3	0.09623	0.09355	0.08352	0.04779	0.08298	0.06492	0.07034	0.0429	0.08445	0.11221	0.03287	0.09894	0.09704	0.04555
DMD	0.01005	0.03139	0.00414	0.00075	0.03173	0.02504	0.00085	0.25313	0.01304	0.01887	0.01531	0.01126	0.01124	0
RP11-545D19.1	0	0.00027	0	0.00031	0.00922	0.00399	0	0	0	0	0	0	0	0
TMEM47	0	0.00045	0	0.00368	0.11813	0.06945	0.00059	0.38747	0.00047	0	0.00353	0	0.30263	0
CFAP47	0	0.00024	0	0	0.00195	0.00381	0	0.00242	0	0	0	0	0	0
PRRG1	0.01434	0.00906	0.00243	0.00099	0.04848	0.03231	0.0031	0.04545	0.00783	0.00997	0.00118	0.00352	0.30396	0
LANCL3	0.00357	0.00097	0.00147	0.00516	0.00193	0.00067	0	0	0.00366	0.00087	0	0.00366	0.02416	0
XK	0	0	0	0.00102	0.01194	0.00821	0	0	0.00056	0	0	0	0	0
CYBB	0.38002	1.73526	1.49252	0.01472	0.041	0.06249	0.01447	0.24968	1.09229	1.25823	0.21043	1.19252	0.0571	0
DYNLT3	0.31776	0.2804	0.15569	0.28331	0.33417	0.13481	0.17156	0.35959	0.29257	0.34919	0.1416	0.25121	0.17289	0.36439
SYTL5	0.00085	5e-04	0	5e-04	0.01995	0.02377	0	0.00069	0.00059	0.00098	0	0	0	0
SRPX	0	0	0	0.00317	0.00104	0.00098	0	0.11197	7e-04	0	0.00192	0	0.06153	0
RPGR	0.05612	0.05561	0.05755	0.09712	0.05068	0.04635	0.04825	0.05949	0.06578	0.06061	0.12935	0.05793	0.39247	0.06641
OTC	0	0.00031	0	0	0.00302	0.00168	0	0	0	0	0	0	0.00342	0
TSPAN7	0.0038	0.00392	0.00111	0.00143	0.07585	0.02735	0.00213	0.00419	0.00155	0.00248	0	0	0.42959	0.02342
MID1IP1	0.1277	0.14158	0.22586	0.11362	0.27212	0.10681	0.07284	0.15865	0.19739	0.10571	0.04047	0.1365	0.04071	0.09181
LINC01281	0.00205	0.00082	0	0.00568	0.00033	0	0.07067	0	0.00921	0	0	0.00151	0	0
RP11-157D23.2	0.00522	0.00054	0	0	4e-05	0	0	0	0	0	0	0.00427	0	0
BCOR	0.06448	0.08094	0.0668	0.09298	0.07269	0.05013	0.05096	0.06271	0.10762	0.07721	0.08135	0.06231	0.05333	0.06555
ATP6AP2	1.09556	1.22088	0.75146	0.3004	0.64094	0.34294	0.35577	0.78261	0.89448	1.40564	0.19282	1.08374	0.51717	0.20533
CXorf38	0.15171	0.19623	0.15565	0.11069	0.08731	0.06634	0.11653	0.06827	0.19945	0.19382	0.05618	0.19759	0.04405	0.04109
MED14	0.07356	0.09795	0.06343	0.07837	0.1013	0.05704	0.05297	0.10559	0.13734	0.09698	0.05061	0.07924	0.10562	0.02962
MED14OS	0.00915	0.02592	0.01557	0.0047	0.01011	0.00444	0.00436	0.02322	0.0163	0.02564	0.01315	0.01771	0.02389	0
USP9X	0.24851	0.32151	0.2172	0.20313	0.31435	0.15606	0.1999	0.31759	0.29724	0.38717	0.15689	0.26933	0.30906	0.14948
RP5-1172N10.2	0	0.00066	0	0.00062	0.00185	0.00062	0	0	0	0.00108	0	0	0	0
DDX3X	0.78724	0.86153	0.81225	0.99294	0.57943	0.49988	0.68195	0.76633	0.82171	0.94715	0.80149	0.89167	1.3742	0.86669
CASK	0.03001	0.06116	0.03418	0.13667	0.17063	0.09103	0.20963	0.07904	0.09499	0.04037	0.07445	0.03731	0.11126	0.03526
GPR34	0.12472	0.98029	0.1282	0.01202	0.01282	0.0167	0.01712	0.09374	0.40579	0.65728	0.01808	0.23406	0.01442	0.17604
GPR82	0.02078	0.15024	0.06581	0.0728	0.01482	0.01729	0.08522	0.03268	0.11364	0.10711	0.03629	0.06899	0.01393	0.01116
RP3-326I13.1	0	0	0	0	6e-04	0.00064	0	0	0	0	0	0	0	0
MAOA	0.03148	0.01108	0.0131	0.00319	0.16186	0.04956	0.00711	0.02868	0.00557	0.01681	0.00051	0.01941	0.10338	0.0086
MAOB	0.00746	0.00433	0.00476	0.0036	0.17652	0.06753	0.00754	0.00922	0.00536	0.0036	0.00377	0.00676	0.00167	0.52947
NDP	0	0	0	0	0.00364	0.00081	0	0	0.00052	0	0	0	0	0
EFHC2	0	0.00142	0.00152	0.00145	0.02399	0.00842	0	0.00764	0.00133	0	0	0	0	0.06423
FUNDC1	0.05826	0.10424	0.06222	0.03848	0.25899	0.08378	0.0552	0.13303	0.1584	0.09865	0.04976	0.06864	0.08125	0.01587
KDM6A	0.0567	0.081	0.06607	0.08791	0.12489	0.07819	0.06839	0.05379	0.07459	0.08982	0.09434	0.06202	0.1366	0.07953
CXorf36	0	0	0	3e-04	0.00015	0.00165	0	0.0013	0.00092	0	0	0	0.83767	0
MIR222HG	0.12773	0.06628	0.1332	0.08056	0.05212	0.07784	0.03232	0.04251	0.08512	0.08627	0.0525	0.1504	0.25125	0.05363
RP6-99M1.3	0.03449	0.02181	0.02228	0.00572	0.00511	0.00734	0.00118	0.01001	0.01355	0.02588	0.00324	0.04641	0.03556	0
RP5-1158E12.3	0	0	0	0.00043	0.00078	0.00036	0	0	0	0	0	0	0	0
LINC01186	0.00072	0	0.00057	0.00031	0.00803	0.00553	0	0	0.00038	0	0	0	0	0
KRBOX4	0.02176	0.04205	0.02304	0.03696	0.04701	0.03296	0.02718	0.05351	0.03773	0.03469	0.05055	0.01345	0.11069	0.00984
ZNF674	0.00602	0.00952	0.00544	0.00587	0.02379	0.01919	0.00409	0.00605	0.00779	0.01107	0.00251	0.00897	0.02957	0
ZNF674-AS1	0.00656	0.00537	0.01536	0.00772	0.03057	0.02784	0.00619	0.02876	0.00328	0.0015	0.00083	0.01202	0.01486	0
CHST7	0.07752	0.09484	0.06258	0.03254	0.01561	0.00828	0.09227	0.07484	0.05809	0.11724	0.01279	0.07117	0.10722	0
SLC9A7	0.08399	0.04554	0.03755	0.01448	0.07749	0.06005	0.06016	0.00746	0.03419	0.08831	0.03279	0.07051	0.01628	0
RP2	0.24122	0.27174	0.20759	0.04113	0.07327	0.0525	0.02796	0.09857	0.31135	0.30848	0.06053	0.23246	0.08177	0.05435
LINC01545	0	0.00156	0.00074	0	0.00925	0.00341	0	0	0.00274	0.00157	0	0	0	0
JADE3	0.00599	0.01276	0.0076	0.00047	0.04694	0.02396	0	0.01938	0.00469	0.01305	0.0454	0.00387	0.05184	0
RGN	0.00588	0.00517	0.00423	0.00103	0.23332	0.19015	0.00258	0.03724	0.01312	0.00513	0.00681	0.00253	0	0.00832
NDUFB11	0.78563	0.96811	0.90736	0.6128	1.73848	0.75539	0.87387	1.02706	1.16234	0.8712	0.67157	0.98143	0.67861	0.62063
RBM10	0.06467	0.09058	0.09097	0.06712	0.10504	0.08837	0.09591	0.07276	0.13795	0.08301	0.07711	0.08388	0.10101	0.04813
UBA1	0.20465	0.27882	0.21371	0.1222	0.4004	0.20402	0.16178	0.24427	0.30327	0.29451	0.13292	0.26369	0.23933	0.08023
CDK16	0.11613	0.09878	0.07462	0.05954	0.24003	0.11747	0.06414	0.10483	0.14185	0.11355	0.04791	0.10047	0.12384	0.10104
USP11	0.10119	0.08886	0.04469	0.09989	0.1639	0.08746	0.08719	0.21985	0.09525	0.10448	0.15403	0.06704	0.10019	0.07073
ZNF41	0.01334	0.02079	0.01261	0.00908	0.01579	0.02098	0.00912	0.01856	0.01612	0.01569	0.02051	0.00678	0.0177	0
LINC01560	0.01197	0.00998	0.00746	0.01142	0.033	0.02795	0.00753	0.01933	0.01526	0.00688	0.01447	0.00958	0.02107	0
ARAF	0.0684	0.1097	0.10058	0.07276	0.12679	0.07282	0.07516	0.09866	0.13254	0.09769	0.06245	0.08821	0.11768	0.01184
SYN1	0.00319	0.00093	0.01019	0.00055	0.00119	0.00025	0	0.02416	0.00114	0.00244	0	0.00714	0.00501	0
TIMP1	0.93221	1.08603	1.68814	0.29307	1.69609	0.99576	0.45716	2.52141	0.8783	1.08379	0.16498	1.74947	1.61089	1.60058
CFP	0.01794	0.14574	0.53235	0.00745	0.00417	0.0045	0.01649	0.02229	0.10808	0.05692	0.01092	0.11677	0.07469	0
ELK1	0.04476	0.05586	0.05753	0.05278	0.07262	0.03167	0.08132	0.12782	0.08497	0.04648	0.0406	0.07738	0.03961	0.02258
UXT	0.5309	0.59952	0.64404	0.55498	0.69674	0.24967	0.60438	0.71714	0.83968	0.52524	0.58409	0.68589	0.46748	0.51893
UXT-AS1	0.00376	0.00308	0.00713	0.00288	0.00026	0.00425	0	0	0.0039	0.00518	0	0.00184	0	0
AL022578.1	0	0.00015	0.00069	0.00111	3e-04	0.00087	0.00149	0	0	0	0	0.0014	0.00292	0
ZNF81	0.00956	0.01211	0.0156	0.00614	0.0132	0.01286	0.00603	0.00704	0.01056	0.00781	0.00067	0.00994	0.02801	0
ZNF182	0.02284	0.0233	0.01193	0.01191	0.03044	0.02182	0.01789	0.03135	0.03831	0.01326	0.01708	0.01868	0.01224	0
ZNF630	0.00427	0.0046	0.00275	0.00318	0.00633	0.01024	0.00271	0.00947	0.00361	0.00075	0.00151	0.00359	0.01177	0
SLC38A5	0.00669	0.0022	0.00656	0.02105	0.00159	0.00249	0.01803	0.01289	0.02891	0.00418	0.0319	0.00617	0.02152	0
FTSJ1	0.03207	0.04186	0.04562	0.03672	0.06443	0.03195	0.03698	0.07205	0.05815	0.03884	0.02208	0.04736	0.06808	0.04728
AF196972.9	0.00189	0.00086	0.00093	0.00054	0.0023	0.00244	0	0	0.00052	0.00111	0	0.00108	0	0
PORCN	0.0046	0.01517	0.00582	0.01722	0.02102	0.00957	0.01599	0.02117	0.00655	0.01129	0.00979	0.01007	0.02476	0
EBP	0.07745	0.16053	0.13047	0.1598	0.83171	0.31632	0.17523	0.08872	0.36776	0.10289	0.11255	0.11624	0.13716	0.08899
TBC1D25	0.0317	0.0281	0.01146	0.04176	0.0372	0.02723	0.02909	0.02534	0.02606	0.02175	0.03037	0.04223	0.02021	0.00996
RP11-1148L6.9	0.00096	0.00064	0	0.00084	0.00069	0.00144	0	0	0	0.00146	0.00762	0	0	0
RBM3	0.67967	0.91639	0.94811	0.55659	0.61783	0.34844	0.55327	0.8842	1.06935	0.85359	0.53923	1.00658	0.87149	0.46716
WDR13	0.13393	0.13033	0.09439	0.04728	0.26864	0.15873	0.06934	0.31213	0.12715	0.15584	0.05342	0.11469	0.2171	0.04367
WAS	0.30702	0.42265	0.59712	0.2724	0.01541	0.03235	0.35155	0.08262	0.55006	0.34583	0.16918	0.50317	0.03429	0.17577
SUV39H1	0.01289	0.01237	0.00655	0.00463	0.01708	0.0083	0.00516	0.01369	0.04875	0.00691	0.00158	0.00745	0.0063	0.01271
GLOD5	0	0	0	0.00095	0.01064	0.00301	0	0	0	0.00077	0	0	0	0
GATA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15083
HDAC6	0.05077	0.0591	0.02818	0.02998	0.07485	0.06958	0.01935	0.05268	0.09658	0.05864	0.03473	0.04081	0.0746	0.02188
ERAS	0	5e-04	0	0.00015	0.00113	0.00137	0	0	0	0	0	0	0	0
PCSK1N	0.07703	0.03896	0.04006	0.03499	0.7759	0.37534	0.04949	0.05173	0.03791	0.0392	0.01427	0.04055	0.00264	0
TIMM17B	0.11414	0.14824	0.20574	0.12497	0.43169	0.13366	0.125	0.18472	0.22177	0.13323	0.15818	0.17132	0.07395	0.18427
PQBP1	0.11578	0.19872	0.23531	0.14645	0.34784	0.14915	0.24221	0.2661	0.24356	0.1833	0.1884	0.18755	0.21981	0.16944
SLC35A2	0.05157	0.07417	0.03808	0.02265	0.16051	0.07727	0.02871	0.08233	0.07161	0.06832	0.04791	0.05845	0.07241	0.03735
PIM2	0.04345	0.03886	0.04694	0.13614	0.0297	0.01845	0.44594	0.02845	0.09839	0.04428	0.32731	0.05412	0.02327	0.06134
OTUD5	0.08696	0.11177	0.0822	0.12534	0.11673	0.09551	0.29785	0.11062	0.1182	0.12699	0.13486	0.10551	0.12206	0.03266
KCND1	0.00132	0.00123	0.0039	0.00099	0.00201	0.00286	0	0.00362	0.00145	0.00101	0.00432	0.00113	0.00272	0
GRIPAP1	0.12422	0.17513	0.14585	0.10846	0.11193	0.09962	0.12915	0.11843	0.18643	0.19426	0.13378	0.13874	0.16721	0.06685
TFE3	0.10428	0.14084	0.09448	0.03416	0.0643	0.04994	0.04652	0.08221	0.1	0.12722	0.02799	0.09789	0.12195	0.02667
CCDC120	0.00424	0.00934	0.00336	0.00718	0.03765	0.02066	0.00223	0.02625	0.00759	0.00762	0.01214	0.00414	0.02427	0.01186
PRAF2	0.01916	0.02299	0.02535	0.04751	0.06411	0.02313	0.06635	0.17598	0.04156	0.00805	0.02692	0.02774	0.19861	0.02922
WDR45	0.08826	0.12497	0.09682	0.0912	0.25401	0.09806	0.13443	0.24893	0.10673	0.10385	0.12315	0.0979	0.19039	0.14931
GPKOW	0.0311	0.04312	0.04344	0.04707	0.08981	0.03989	0.05492	0.0635	0.07763	0.04642	0.03664	0.04313	0.02872	0.01346
MAGIX	0.01338	0.01156	0.00958	0.01596	0.05016	0.04061	0.00883	0.01783	0.0079	0.00578	0.00073	0.01549	0.02005	0.0167
PLP2	0.4418	0.12293	0.26513	0.53686	0.34584	0.16595	0.46473	0.32071	0.53141	0.19929	0.40724	0.38453	0.35715	0.28097
PRICKLE3	0.01766	0.01224	0.01324	0.00849	0.02064	0.01326	0.0083	0.01096	0.00807	0.01741	0	0.01911	0.01468	0.0217
SYP	0.01298	0.0175	0.01079	0.00982	0.01056	0.03142	0.00987	0.02749	0.02434	0.00909	0.0096	0.01369	0.06144	0
CACNA1F	0.00121	0.0013	0.00073	0.00098	0.00116	0.00249	0.00167	0	0.0017	0.0047	0.00346	0.00381	0	0
CCDC22	0.05548	0.08915	0.07081	0.04125	0.07694	0.03749	0.10252	0.0407	0.08309	0.08128	0.03518	0.09375	0.06034	0.03117
FOXP3	0.01497	0.01201	0.01534	0.04999	0.00623	0.01303	0.92199	0.00899	0.09387	0.00233	0.00211	0.01031	0.005	0
